Name,Job/Est Date (next service date),Status,Customer,Service Location,Gallons,Notes For Techs,Frequency
Jiro Prioleau,01/31/2026,Dispatched,DKW-SCDC - Tyger River,"200 Prison Road Enoree, SC 29335",1000, hose: Tanker:   ServiceTime: ,16
Jiro Prioleau,02/28/2026,Scheduled,DKW-SCDC - Tyger River,"200 Prison Road Enoree, SC 29335",1000, hose: Tanker:   ServiceTime: ,16
Jiro Prioleau,03/31/2026,Scheduled,DKW-SCDC - Tyger River,"200 Prison Road Enoree, SC 29335",1000, hose: Tanker:   ServiceTime: ,16
Jiro Prioleau,01/31/2026,Dispatched,DKW-SCDC - Wateree,"8200 State Farm Road Rembert, SC 29128",1500, hose: Tanker:   ServiceTime: pump before or after hours,16
Jiro Prioleau,02/28/2026,Scheduled,DKW-SCDC - Wateree,"8200 State Farm Road Rembert, SC 29128",1500, hose: Tanker:   ServiceTime: pump before or after hours,16
Jiro Prioleau,03/31/2026,Scheduled,DKW-SCDC - Wateree,"8200 State Farm Road Rembert, SC 29128",1500, hose: Tanker:   ServiceTime: pump before or after hours,16
Jiro Prioleau,01/07/2026,Closed and Complete,DKW-Schianos-Forest Dr,"4839 Forest Dr Columbia, SC 29206",1500,,12
Jiro Prioleau,02/06/2026,Scheduled,DKW-Schianos-Two Notch,"10120 Two Notch Rd Columbia, South Carolina 29223-4385",1000,"outside back door- 1 square/rectangle lid- on street side of Publix in shopping center.  Complete before 10 am  
Schedule with Danny Holland",12
Jiro Prioleau,03/20/2026,Scheduled,DKW-Schianos-Two Notch,"10120 Two Notch Rd Columbia, South Carolina 29223-4385",1000,"outside back door- 1 square/rectangle lid- on street side of Publix in shopping center.  Complete before 10 am  
Schedule with Danny Holland",12
Jiro Prioleau,01/08/2026,Dispatched,DKW-SOL-Mt Pleasant,"1101 STOCKADE LANE MT PLEASANT, SC 29466",1500,,12
Jiro Prioleau,03/19/2026,Scheduled,DKW-SOL-Mt Pleasant,"1101 STOCKADE LANE MT PLEASANT, SC 29466",1500,,12
Jiro Prioleau,01/26/2026,Dispatched,DKW-Sonic Drive IN #4933,"9101 University Blvd. North Charleston, SC 29406",1500,,12
Jiro Prioleau,01/22/2026,Scheduled,DKW-Sub Station II #257,"460-6 Town Center Place Columbia, SC 29229",, hose: Tanker:   ServiceTime: ,12
Jiro Prioleau,01/23/2026,Dispatched,DKW-Sweetwater Cafe #137,"DKW-Sweetwater Cafe #137137 N MARKET STREET CHARLESTONSC, 29401 ",1000,,12
Jiro Prioleau,01/14/2026,Dispatched,DKW-T-Bonz Market Street,"80 North Market Street Charleston, SC 29401",1000,,12
Jiro Prioleau,03/13/2026,Scheduled,DKW-Texas Roadhouse #105,"DKW-Texas Roadhouse #1058304 Two Notch Rd Columbia, SC 29223",6000,,12
Jiro Prioleau,03/02/2026,Scheduled,DKW-The East Room,"3313 Broad River Road, Suite 160 Columbia, SC  29210",1000, hose:Not specified Tanker: Unknown  ServiceTime: ,12
Jiro Prioleau,01/26/2026,Dispatched,DKW-The Habit Burger #442,"5304 Sunset Blvd. Lexington, SC 29072",2000, hose: Tanker:   ServiceTime: ,16
Jiro Prioleau,01/16/2026,Dispatched,DKW-TT - Thornley Campus Aeronautical Center,"7000 Rivers Ave.  North Charleston, SC 29406",3000,"Exterior side entrance, by loading dock, Room705 hose: Tanker:   ServiceTime: ",12
Jiro Prioleau,01/23/2026,Dispatched,DKW-TT - Thornley Campus B920 Kitchen (Kitchen2),"7000 Rivers Ave.  North Charleston, SC 29406",1500,Room 116B hose: Tanker:   ServiceTime: ,12
Jiro Prioleau,01/09/2026,Closed and Complete,DKW-Wing Stop #50848,"DKW-Wing Stop #50848106 Percival Road Suite 300 Columbia, SC 29206",1500,,12
Jiro Prioleau,01/13/2026,Dispatched,DKW-Ye Old Fashioned,"6554 Rivers Ave North Charleston, SC 29406",1000,,12
Jiro Prioleau,02/05/2026,Scheduled,DKW-Zaxby's 1308,"1041 Sam\'s Crossing Road Columbia, SC 29229",1000,right side of building - two lids close to brick wall hose: Tanker:   ServiceTime: ,12
Jiro Prioleau,03/09/2026,Scheduled,DKW-Zaxby's 1314,"221 Blythewood Blythewood, SC 29016",1500, hose: Tanker:   ServiceTime: ,12
Jiro Prioleau,01/08/2026,Dispatched,DKW-Zaxby's 67001,"1629 Central Avenue Summerville, SC 29483",1500,,12
John Elledge,02/04/2026,Scheduled,DKW-A Town Wings - 1,"1637 Richland Ave. West Aiken, SC 29801",1000, hose: Tanker:   ServiceTime: ,14
John Elledge,01/08/2026,Scheduled,DKW-Applebee's #1025138,"505 N Belair Rd Evans, GA 30809",2000, hose: Tanker:   ServiceTime: ,4
John Elledge,03/05/2026,Scheduled,DKW-Applebee's #1025138,"505 N Belair Rd Evans, GA 30809",2000, hose: Tanker:   ServiceTime: ,4
John Elledge,01/08/2026,Dispatched,DKW-Applebee's #1025655,"3117 Washington Rd Augusta, GA 30907",1000,,4
John Elledge,02/05/2026,Scheduled,DKW-Applebee's #1025655,"3117 Washington Rd Augusta, GA 30907",1000,,4
John Elledge,03/05/2026,Scheduled,DKW-Applebee's #1025655,"3117 Washington Rd Augusta, GA 30907",1000,,4
John Elledge,01/08/2026,Dispatched,DKW-Applebee's #1025669,"4015 Gateway Blvd Grovetown, GA 30813",500, hose: Tanker:   ServiceTime: ,4
John Elledge,01/08/2026,Scheduled,DKW-Applebee's #1025669,"4015 Gateway Blvd Grovetown, GA 30813",2000,"hose: Tanker:   ServiceTime:
Contact Columbia County inspectors
Marcus- 706-339-0101
Gary 7065337949",4
John Elledge,03/05/2026,Scheduled,DKW-Applebee's #1025669,"4015 Gateway Blvd Grovetown, GA 30813",500, hose: Tanker:   ServiceTime: ,4
John Elledge,03/05/2026,Scheduled,DKW-Applebee's #1025669,"4015 Gateway Blvd Grovetown, GA 30813",2000,"hose: Tanker:   ServiceTime:
Contact Columbia County inspectors
Marcus- 706-339-0101
Gary 7065337949",4
John Elledge,02/04/2026,Scheduled,DKW-Applebee's #1135,"1360 WHISKEY RD AIKEN, SC ",2000,,12
John Elledge,03/04/2026,Scheduled,DKW-Applebee's #1135,"1360 WHISKEY RD AIKEN, SC ",2000,,12
John Elledge,02/24/2026,Scheduled,DKW-Applebee's #1139,"1617 HWY 72 BYPASS NE GREENWOOD, SC ",1500,,12
John Elledge,01/16/2026,Completed,DKW-Applebee's #1154,"5055 CALHOUN MEMORIAL HWY EASLEY, SC ",1000,,12
John Elledge,02/27/2026,Scheduled,DKW-Arby's #5224,"1431 Sandifer Blvd Seneca, SC 29678",1500,,12
John Elledge,02/19/2026,Scheduled,DKW-Arby's #6358,"231 E Main St Walhalla, SC 29691",1000,back center under tree - square concrete lid hose: Tanker:   ServiceTime: ,14
John Elledge,02/18/2026,Scheduled,DKW-ASD5-CALHOUN ELEMENTARY,"1520 East Calhoun Street Anderson, SC 29621",500,Trap is behind loading dock,12
John Elledge,03/05/2026,Scheduled,DKW-ASD5-CONCORD ELEMENTARY,"2701 Calrossie Road Anderson, SC 29621",1500,Traps are in back parking lot behind loading dock,12
John Elledge,03/09/2026,Scheduled,DKW-ASD5-GLENVIEW MIDDLE,"2575 Old Williamston Rd Anderson, SC 29621",1500,Trap is on far side of building by loading dock. The closest way to access trap is by loading dock. The loading dock is recessed in the ground. 3 hose pull,12
John Elledge,03/12/2026,Scheduled,DKW-ASD5-MCCANTS MIDDLE,"2123 Marchbanks Ave Anderson, SC 29621",1000,Trap is back behind cafeteria behind a gate. There currently is dumpsters blocking the only way to access.,12
John Elledge,03/12/2026,Scheduled,DKW-ASD5-NEVITT FOREST ELEM,"1401 Bolt Drive Anderson, SC 29621",1000,by dumpsters on side of building,12
John Elledge,03/12/2026,Scheduled,DKW-ASD5-SOUTHWOOD ACADEMY,"1110 Southwood Street Anderson, SC 29624",500,Traps are on front of main building. Can park truck in loop to access.,12
John Elledge,03/11/2026,Scheduled,DKW-ASD5-T.L. HANNA HIGH,"2600 Highway 81 North Anderson, SC 29621",1500,"Traps are in back by loading dock
Easy access by pulling up to loading dock",12
John Elledge,01/05/2026,Closed and Complete,DKW-ASD5-VARENNES ELEMENTARY,"1820 Highway 29 South Anderson, SC 29626",1000,,12
John Elledge,03/06/2026,Scheduled,DKW-ASD5-WESTSIDE HIGH,"806 Pearman Dairy Road Anderson, SC 29625",750,Traps are on the backside by the ball fields. Will have to pull hose over a fence. Can access through gate,12
John Elledge,02/17/2026,Scheduled,DKW-ASD5-WHITEHALL ELEMENTARY,"702 Whitehall Road Anderson, SC 29625",750,Traps are on the side of building can access traps by side parking lot.,12
John Elledge,01/13/2026,Closed and Complete,DKW-Bad Daddy's #213,"DKW-Bad Daddy's Burger Bar8625 Lindholm Dr   Huntersville, NC 28078",2000,,12
John Elledge,02/27/2026,Scheduled,DKW-Bojangles #1118,"1011 Hwy 123 Bypass Seneca, SC 29678",1200,,12
John Elledge,03/06/2026,Scheduled,DKW-Bojangles #1245,"3701 Blue Ridge Blvd Walhalla, SC 29691",1500, hose: Tanker:   ServiceTime: ,16
John Elledge,03/12/2026,Scheduled,DKW-Bojangles #16,"1402 W Trade St Charlotte, NC 28216",1700,right side in parking space hose:30 Tanker: Yes: after hours  ServiceTime: ,16
John Elledge,01/13/2026,Closed and Complete,DKW-Bojangles #2053,"2001 Shiloh Church Rd Davidson, NC 28036",1000,left side of building in parking space hose:Not specified Tanker: Yes  ServiceTime: ,8
John Elledge,03/10/2026,Scheduled,DKW-Bojangles #2053,"2001 Shiloh Church Rd Davidson, NC 28036",1000,left side of building in parking space hose:Not specified Tanker: Yes  ServiceTime: ,8
John Elledge,01/13/2026,Closed and Complete,DKW-Bojangles #456,"7735 S Tryon St Charlotte, NC 28217",1000,right side of building in parking space hose:30 Tanker: Yes: after hours  ServiceTime: pump anytime,12
John Elledge,03/10/2026,Scheduled,DKW-Bojangles #456,"7735 S Tryon St Charlotte, NC 28217",1000,right side of building in parking space hose:30 Tanker: Yes: after hours  ServiceTime: pump anytime,12
John Elledge,01/08/2026,Dispatched,DKW-Bojangles #489,"1127 Bypass 72 NE Greenwood, SC 29649",1000, hose: Tanker:   ServiceTime: MUST be serviced prior to 5:30 AM due to trap being located in the drive thru.,12
John Elledge,01/15/2026,Scheduled,DKW-Bojangles #505,"4322 Sunset Rd Charlotte, NC 28216",275,"back right
30 ft hose
Tanker: Yes
No Specified time",4
John Elledge,02/12/2026,Scheduled,DKW-Bojangles #505,"4322 Sunset Rd Charlotte, NC 28216",275,"back right
30 ft hose
Tanker: Yes
No Specified time",4
John Elledge,03/12/2026,Scheduled,DKW-Bojangles #505,"4322 Sunset Rd Charlotte, NC 28216",275,"back right
30 ft hose
Tanker: Yes
No Specified time",4
John Elledge,02/12/2026,Scheduled,DKW-Bojangles #523,"3510 Mt Holly Hntrsvl Rd Charlotte, NC 28216", 1500,back center - behind the order speaker in grass hose:60 Tanker: Yes: after hours  ServiceTime: pump anytime with straight truck,8
John Elledge,01/13/2026,Closed and Complete,DKW-Bojangles #729,"20214 W Catawba Ave Cornelius, NC 28031",1000,back right hose:30 Tanker: Yes  ServiceTime: ,4
John Elledge,02/10/2026,Scheduled,DKW-Bojangles #729,"20214 W Catawba Ave Cornelius, NC 28031",1000,back right hose:30 Tanker: Yes  ServiceTime: ,4
John Elledge,03/10/2026,Scheduled,DKW-Bojangles #729,"20214 W Catawba Ave Cornelius, NC 28031",1000,back right hose:30 Tanker: Yes  ServiceTime: ,4
John Elledge,03/12/2026,Scheduled,DKW-Bojangles #749,"5825 Highland Shoppes Dr Charlotte, NC 28269",1500,left side of building in parking space hose:30 Tanker: Yes: after hours  ServiceTime: pump anytime,16
John Elledge,01/15/2026,Dispatched,DKW-Bojangles #783,"4927 Charlotte Hwy Lake Wylie, SC 29710",1300,back building center in parking lot hose: Tanker:   ServiceTime: ,12
John Elledge,02/17/2026,Scheduled,DKW-Bojangles #881,"304 Hillcrest Dr Laurens, SC 29360",1500, hose: Tanker:   ServiceTime: ,16
John Elledge,01/06/2026,Closed and Complete,DKW-Bojangles #923,"7610 Highway 76 Pendleton, SC 29670",1500, hose: Tanker:   ServiceTime: ,16
John Elledge,03/03/2026,Scheduled,DKW-Bojangles #923,"7610 Highway 76 Pendleton, SC 29670",1500, hose: Tanker:   ServiceTime: ,16
John Elledge,03/16/2026,Scheduled,DKW-Bojangles #940,"211 N Main St Boiling Springs, NC 28017",1500,left side hose:30 Tanker: Yes  ServiceTime: ,16
John Elledge,01/08/2026,Dispatched,DKW-Buffalo Wild Wings #0326,"120 Robert C Daniel Pkwy Augusta, GA 30909",2500, hose: Tanker: Yes  ServiceTime: early as possible,8
John Elledge,01/26/2026,Scheduled,DKW-Buffalo Wild Wings #0326,"120 Robert C Daniel Pkwy Augusta, GA 30909",2500, hose: Tanker: Yes  ServiceTime: early as possible,8
John Elledge,02/23/2026,Scheduled,DKW-Buffalo Wild Wings #0326,"120 Robert C Daniel Pkwy Augusta, GA 30909",2500, hose: Tanker: Yes  ServiceTime: early as possible,8
John Elledge,03/23/2026,Scheduled,DKW-Buffalo Wild Wings #0326,"120 Robert C Daniel Pkwy Augusta, GA 30909",2500, hose: Tanker: Yes  ServiceTime: early as possible,8
John Elledge,01/29/2026,Scheduled,DKW-Burger King #1232,"2719 N Main St Anderson, SC 29621",1500, hose: Tanker:   ServiceTime: ,8
John Elledge,03/25/2026,Scheduled,DKW-Burger King #1233,"1417 Sandifer Blvd Seneca, SC 29678",1500,,12
John Elledge,03/05/2026,Scheduled,DKW-Burger King #1236,"3820 Blue Ridge Blvd Walhalla, SC 29691",1500, hose: Tanker:   ServiceTime: ,8
John Elledge,03/09/2026,Scheduled,DKW-Burger King #1240,"2009 E Greenville St Anderson, SC 29621",1500, hose: Tanker:   ServiceTime: ,8
John Elledge,01/14/2026,Closed and Complete,DKW-Carrabba's Italian Grill #3402,"10408 E Independence Blvd Matthews, NC 28105",1000,back center hose:30 Tanker: Yes: early in the morning  ServiceTime: ,12
John Elledge,02/13/2026,Scheduled,DKW-Cheeseburger House,"512 Ninety Six Hwy Greenwood, SC 29646",1500, hose:Not specified Tanker: Unknown  ServiceTime: ,26
John Elledge,01/13/2026,Closed and Complete,DKW-City Barbeque #61 or #10030,"1514 Galleria Blvd Charlotte, NC 28270",2000,right side in grass hose:Not specified Tanker: Unknown  ServiceTime: ,12
John Elledge,03/13/2026,Scheduled,"DKW-City Kitchen University, LLC","DKW-City Kitchen University, LLC9545 Pinnacle Dr Charlotte, NC 28262",3500,,12
John Elledge,01/21/2026,Scheduled,DKW-Come Back Shack #1056,"DKW-Come Back Shack #1055737 W King St Boone, NC 28607",1000,,12
John Elledge,02/21/2026,Scheduled,DKW-Come Back Shack #1056,"DKW-Come Back Shack #1055737 W King St Boone, NC 28607",1000,,12
John Elledge,03/21/2026,Scheduled,DKW-Come Back Shack #1056,"DKW-Come Back Shack #1055737 W King St Boone, NC 28607",1000,,12
John Elledge,01/09/2026,Dispatched,DKW-Cracker Barrel #0689,"2364 Whiskey Rd Aiken, SC 29803-6143",1500,,12
John Elledge,01/12/2026,Dispatched,DKW-CSD - Applied Technology Center,"1625 Highway 55 East Clover, SC 29710",2500,,12
John Elledge,01/12/2026,Dispatched,DKW-CSD - Bethany Elementary School,"337 Maynard Grayson Road Clover, SC 29710",2500,,12
John Elledge,01/22/2026,Dispatched,DKW-CSD - Bethel Elementary School,"6000 Highway 55 East Clover, SC 29710",1000,,12
John Elledge,01/12/2026,Dispatched,DKW-CSD - Clover  High School - trap in front of bldg,"1625 Highway 55 East Clover, SC 29710",2500,in front of building hose: Tanker:   ServiceTime: ,12
John Elledge,01/12/2026,Dispatched,DKW-CSD - Clover Middle School,"1233 Barrett Road Clover, SC 29710",2500, hose: Tanker:   ServiceTime: ,12
John Elledge,01/12/2026,Dispatched,DKW-CSD - Crowders Creek Elementary School,"5515 Charlotte Highway Clover, SC 29710",1000, hose: Tanker:   ServiceTime: ,12
John Elledge,01/12/2026,Dispatched,DKW-CSD - District Resource Center,"300 Clinton Avenue Clover, SC 29710",1000,,12
John Elledge,01/12/2026,Dispatched,DKW-CSD - Griggs Road Elementary School,"100 Griggs Road Clover, SC 29710",3500,,12
John Elledge,01/12/2026,Dispatched,DKW-CSD - Kinard Elementary School,"201 Pressly Street Clover, SC 29710",2500,,12
John Elledge,01/12/2026,Dispatched,DKW-CSD - Larne Elementary School,"3598 Filbert Highway Clover, SC 29710",2500,,12
John Elledge,01/12/2026,Dispatched,DKW-CSD - Ninth Grade Academy,"1555 Highway 55 East Clover, SC 29710",1500,,12
John Elledge,01/12/2026,Dispatched,DKW-CSD - Oakridge Middle School,"5657 Oakridge Road Clover, SC 29710",2500,,12
John Elledge,01/12/2026,Dispatched,DKW-CSD-Oakridge Elementary School,"5670 Oakridge Dr Clover, SC 29710",275,,26
John Elledge,01/20/2026,Dispatched,DKW-GCSD-FANS-A.J. WHITTENBURG ELEMENTARY,"DKW-GCSD-FANS-A.J. WHITTENBURG ELEMENTARY420 WESTFIELD STREET GREENVILLE, SC 29601",2000,"Turn on Hudson street, then turn left around back",12
John Elledge,02/02/2026,Scheduled,DKW-GCSD-FANS-ALEXANDER ELEMENTARY,"DKW-GCSD-FANS-ALEXANDER ELEMENTARY1601 West Bramlett Road GREENVILLE, SC 29611",1500,,12
John Elledge,01/23/2026,Dispatched,DKW-GCSD-FANS-ARMSTRONG ELEMENTARY,"DKW-GCSD-FANS-ARMSTRONG ELEMENTARY8601 WHITE HORSE ROAD GREENVILLE, SC 29617",2000,,12
John Elledge,01/19/2026,Dispatched,DKW-GCSD-FANS-AUGUSTA CIRCLE ELEMENTARY,"DKW-GCSD-FANS-AUGUSTA CIRCLE ELEMENTARY100 WINYAH STREET GREENVILLE, SC 29605",2000,"Inside gate park on side street, Needs key can not access and they do not have key",12
John Elledge,01/24/2026,Dispatched,DKW-GCSD-FANS-BELL'S CROSSING ELEMENTARY,"DKW-GCSD-FANS-BELL'S CROSSING ELEMENTARY804 SCUFFLETOWN ROAD SIMPSONVILLE, SC 29681",1000,"In kitchen, have to get key from custodian to access, kitchen supervisor is on site at 5:45 am, but need to set up ahead of time if pumping that early so she can get a key from the custodian. ‪(864) 355-3808‬ Teresa",12
John Elledge,02/19/2026,Scheduled,DKW-GCSD-FANS-BELL'S CROSSING ELEMENTARY,"DKW-GCSD-FANS-BELL'S CROSSING ELEMENTARY804 SCUFFLETOWN ROAD SIMPSONVILLE, SC 29681",1000,"In kitchen, have to get key from custodian to access, kitchen supervisor is on site at 5:45 am, but need to set up ahead of time if pumping that early so she can get a key from the custodian. ‪(864) 355-3808‬ Teresa",12
John Elledge,03/17/2026,Scheduled,DKW-GCSD-FANS-BELL'S CROSSING ELEMENTARY,"DKW-GCSD-FANS-BELL'S CROSSING ELEMENTARY804 SCUFFLETOWN ROAD SIMPSONVILLE, SC 29681",1000,"In kitchen, have to get key from custodian to access, kitchen supervisor is on site at 5:45 am, but need to set up ahead of time if pumping that early so she can get a key from the custodian. ‪(864) 355-3808‬ Teresa",12
John Elledge,01/19/2026,Dispatched,DKW-GCSD-FANS-BETHEL ELEMENTARY,"DKW-GCSD-FANS-BETHEL ELEMENTARY111 BETHEL SCHOOL ROAD SIMPSONVILLE, SC 29681",1000,"Lock key over trap call terry (864) 355-4100, back of school in grass by dumpster",12
John Elledge,01/19/2026,Dispatched,DKW-GCSD-FANS-BLYTHE ELEMENTARY,"DKW-GCSD-FANS-BLYTHE ELEMENTARY100 BLYTHE DRIVE GREENVILLE, SC 29605",1500,"1 hose on side of the dumpster
Come in second entrance",12
John Elledge,01/21/2026,Dispatched,DKW-GCSD-FANS-BROOK GLENN ELEMENTARY,"DKW-GCSD-FANS-BROOK GLENN ELEMENTARY2003 EAST LEE ROAD TAYLORS, SC 29687",1500,,12
John Elledge,01/19/2026,Dispatched,DKW-GCSD-FANS-BRYSON ELEMENTARY,"DKW-GCSD-FANS-BRYSON ELEMENTARY703 BRYSON DRIVE SIMPSONVILLE, SC 29681",2000,Pass first gate turn left keep left by trash can- Trap size is 500,12
John Elledge,01/20/2026,Scheduled,DKW-GCSD-FANS-BRYSON MIDDLE,"DKW-GCSD-FANS-BRYSON MIDDLE3657 SOUTH INDUSTRIAL DRIVE SIMPSONVILLE, SC 29681",500,Turn by main entrance go by entrance make first left by dumpster,12
John Elledge,01/09/2026,Closed and Complete,DKW-GCSD-FANS-CAROLINA HIGH,"DKW-GCSD-FANS-CAROLINA HIGH2725 ANDERSON ROAD GREENVILLE, SC 29611",2000,,12
John Elledge,01/27/2026,Dispatched,DKW-GCSD-FANS-CHANDLER CREEK ELEMENTARY,"DKW-GCSD-FANS-CHANDLER CREEK ELEMENTARY301 CHANDLER CREEK ROAD GREER, SC 29651",1000,No locked gates,12
John Elledge,01/27/2026,Dispatched,DKW-GCSD-FANS-CRESTVIEW ELEMENTARY,"DKW-GCSD-FANS-CRESTVIEW ELEMENTARY509 AMERICAN LEGION ROAD GREER, SC 29651",1000,No locked gates,12
John Elledge,01/09/2026,Closed and Complete,DKW-GCSD-FANS-DUNCAN CHAPEL ELEMENTARY,"DKW-GCSD-FANS-DUNCAN CHAPEL ELEMENTARY210 DUNCAN CHAPEL ROAD GREENVILLE, SC 29617",1000,,12
John Elledge,01/28/2026,Dispatched,DKW-GCSD-FANS-EAST NORTH STREET ELEMENTARY,"DKW-GCSD-FANS-EAST NORTH STREET ELEMENTARY1720 EAST NORTH STREET GREENVILLE, SC 29607",1500,Located by kitchen staff sign and dumpster,12
John Elledge,01/19/2026,Dispatched,DKW-GCSD-FANS-Fisher Middle MIDDLE,"DKW-GCSD-FANS-Fisher Middle MIDDLE700 Millennium Blvd GREENVILLE, SC 29607",2000,By school sign,12
John Elledge,01/19/2026,Dispatched,DKW-GCSD-FANS-FOUNTAIN INN ELEMENTARY,"DKW-GCSD-FANS-FOUNTAIN INN ELEMENTARY608 FAIRVIEW STREET FOUNTAIN INN, SC 29644",1000,Located in front of school but also can access it from back by dumpster,12
John Elledge,01/27/2026,Dispatched,DKW-GCSD-FANS-GREENVIEW ELEMENTARY,"DKW-GCSD-FANS-GREENVIEW ELEMENTARY625 OLD PIEDMONT HIGHWAY GREENVILLE, SC 29605",1000,No locked gates,12
John Elledge,01/21/2026,Dispatched,DKW-GCSD-FANS-GREENVILLE HIGH,"DKW-GCSD-FANS-GREENVILLE HIGH900 WOODSIDE AVENUE GREENVILLE, SC 29611",1000,,12
John Elledge,01/27/2026,Dispatched,DKW-GCSD-FANS-GREER MIDDLE,"DKW-GCSD-FANS-GREER MIDDLE3032 EAST GAP CREEK ROAD GREER, SC 29651",3500,"13 long by 8 wide by 55in deep
no gate
",12
John Elledge,01/21/2026,Dispatched,DKW-GCSD-FANS-HERITAGE ELEMENTARY,"DKW-GCSD-FANS-HERITAGE ELEMENTARY1592 GEER HIGHWAY TRAVELERS REST, SC 29690",1500,,12
John Elledge,03/31/2026,Scheduled,DKW-GCSD-FANS-HILLCREST HIGH,"DKW-GCSD-FANS-HILLCREST HIGH3665 SOUTH INDUSTRIAL DRIVE SIMPSONVILLE, SC 29681",1000,Back of school by red and white wall,12
John Elledge,01/22/2026,Dispatched,DKW-GCSD-FANS-HILLCREST MIDDLE,"DKW-GCSD-FANS-HILLCREST MIDDLE510 GARRISON ROAD SIMPSONVILLE, SC 29651",1000,,12
John Elledge,01/21/2026,Dispatched,DKW-GCSD-FANS-HOLLIS ELEMENTARY,"DKW-GCSD-FANS-HOLLIS ELEMENTARY200 GOODRICH STREET GREENVILLE, SC 29611",1000,,12
John Elledge,01/19/2026,Dispatched,DKW-GCSD-FANS-HUGHES ACADEMY MIDDLE,"DKW-GCSD-FANS-HUGHES ACADEMY MIDDLE122 DeOYLEY AVENUE GREENVILLE, SC 29605",1000,"Come in by main entrance- go straight across by electric room trash can, should be on right",12
John Elledge,01/09/2026,Closed and Complete,DKW-GCSD-FANS-JL MANN HIGH (2 @ 2000 gall each),"DKW-GCSD-FANS-JL MANN HIGH (2 @ 2000 gall each)160 Fairforest Way GREENVILLE, SC 29607",4000,,12
John Elledge,03/30/2026,Scheduled,DKW-GCSD-FANS-JL MANN HIGH (2 @ 2000 gall each),"DKW-GCSD-FANS-JL MANN HIGH (2 @ 2000 gall each)160 Fairforest Way GREENVILLE, SC 29607",4000,Turn in first entrance across from apartment complex,12
John Elledge,01/23/2026,Scheduled,DKW-GCSD-FANS-LAKEVIEW MIDDLE,"DKW-GCSD-FANS-LAKEVIEW MIDDLE3801 OLD BUNCOMBE ROAD GREENVILLE, SC 29617",1500,,12
John Elledge,01/09/2026,Closed and Complete,DKW-GCSD-FANS-LEAGUE ACADEMY MIDDLE,"DKW-GCSD-FANS-LEAGUE ACADEMY MIDDLE125 TWIN LAKE DRIVE GREENVILLE, SC 29609",2000,,12
John Elledge,01/21/2026,Dispatched,DKW-GCSD-FANS-MAULDIN ELEMENTARY,"DKW-GCSD-FANS-MAULDIN ELEMENTARY1194 HOLLAND ROAD SIMPSONVILLE, SC 29681",1000,No locked gates,12
John Elledge,01/09/2026,Closed and Complete,DKW-GCSD-FANS-MAULDIN HIGH,"DKW-GCSD-FANS-MAULDIN HIGH701 EAST BUTLER ROAD MAULDIN, SC 29662",2000,,12
John Elledge,01/22/2026,Dispatched,DKW-GCSD-FANS-MAULDIN MIDDLE,"DKW-GCSD-FANS-MAULDIN MIDDLE1190 HOLLAND ROAD SIMPSONVILLE, SC 29681",3000,No locked gates,12
John Elledge,01/22/2026,Dispatched,DKW-GCSD-FANS-Monarch ELEMENTARY,"DKW-GCSD-FANS-Monarch ELEMENTARY224 Five Forks Road SIMPSONVILLE, SC 29681",1500,,12
John Elledge,01/23/2026,Dispatched,DKW-GCSD-FANS-MONAVIEW ELEMENTARY,"DKW-GCSD-FANS-MONAVIEW ELEMENTARY1006 WEST PARKER ROAD GREENVILLE, SC 29617",1500,,12
John Elledge,01/21/2026,Dispatched,DKW-GCSD-FANS-NORTHWEST MIDDLE,"DKW-GCSD-FANS-NORTHWEST MIDDLE1606 GEER HIGHWAY TRAVELERS REST, SC 29690",1500,,12
John Elledge,01/21/2026,Dispatched,DKW-GCSD-FANS-NORTHWOOD MIDDLE,"DKW-GCSD-FANS-NORTHWOOD MIDDLE710 IKE'S ROAD TAYLORS, SC 29687",2000,,12
John Elledge,01/22/2026,Scheduled,DKW-GCSD-FANS-OAKVIEW ELEMENTARY,"DKW-GCSD-FANS-OAKVIEW ELEMENTARY515 GODFREY ROAD SIMPSONVILLE, SC 29681",500,,12
John Elledge,01/21/2026,Dispatched,DKW-GCSD-FANS-Phinnize Fisher,"DKW-GCSD-FANS-Phinnize Fisher700 Millennium Blvd GREENVILLE, SC 29607",2000,,12
John Elledge,01/19/2026,Dispatched,DKW-GCSD-FANS-PLAIN ELEMENTARY,"DKW-GCSD-FANS-PLAIN ELEMENTARY506 Neely Ferry Rd SIMPSONVILLE, SC 29681",2000, near dumpster back door,12
John Elledge,01/23/2026,Dispatched,DKW-GCSD-FANS-RALPH CHANDLER MIDDLE,"DKW-GCSD-FANS-RALPH CHANDLER MIDDLE4231 FORK SHOALS ROAD SIMPSONVILLE, SC 29680",2000,,12
John Elledge,01/21/2026,Dispatched,DKW-GCSD-FANS-SLATER MARIETTA ELEMENTARY,"DKW-GCSD-FANS-SLATER MARIETTA ELEMENTARY100 BAKER CIRCLE MARIETTA, SC 29661",1000,,12
John Elledge,01/19/2026,Dispatched,DKW-GCSD-FANS-SOUTHSIDE HIGH,"DKW-GCSD-FANS-SOUTHSIDE HIGH6630 Frontage at White Horse Greenville GREENVILLE, SC 29605",2000,Go past bus loading area turn right,12
